No.,Username,Text,Created_At,Replies,Favourite_Count,View_Count,source,datetime,emotion_score,emotion_label,numeric_score
156,Niepoprawnie prawdziwy v1,@barbaraanowacka @Trzaskowski2O25 @trzaskowski_ Tylko 24h dla polski?!?! A resztę tygodnia Tusk kazał Niemcom oddać????,Tue May 13 23:24:13 +0000 2025,0,0,4.0,nask,2025-05-13 23:24:13+00:00,0.5622698664665222,POSITIVE,0.5622698664665222
155,jestem mordą zdradzi pic nie kradnie tylko kontynu,@trzaskowski_ Statek miłości  od Nawrockiego.,Tue May 13 23:24:26 +0000 2025,0,0,,nask,2025-05-13 23:24:26+00:00,0.5359367728233337,NEGATIVE,-0.5359367728233337
154,xpiotras,@Trzaskowski2O25 @trzaskowski_ Przekonałem już 3 osoby: każdy tylko nie gruby rafał,Tue May 13 23:24:54 +0000 2025,0,0,3.0,nask,2025-05-13 23:24:54+00:00,0.5907544493675232,NEGATIVE,-0.5907544493675232
153,Olanta ‼️☝️,@JagnaMarczulajt @trzaskowski_ Możecie siać twoją propagandę ale to się wam nie uda https://t.co/44ysrKNj2G,Tue May 13 23:25:01 +0000 2025,0,15,207.0,nask,2025-05-13 23:25:01+00:00,0.6992027163505554,NEGATIVE,-0.6992027163505554
151,Rafał Gładysz ♠️♥️♣️♦️,"@Yvthkwlsk @SlawomirMentzen @KONFEDERACJA_ No właśnie szkoda, że mało kogo to obchodzi, bo przy tak dziurawym budżecie kogoś to jednak powinno zainteresować, że z branży hazardowej można w prosty sposób zarobić niezłe pieniądze dla państwa.",Tue May 13 23:25:19 +0000 2025,1,1,431.0,nask,2025-05-13 23:25:19+00:00,0.7281749248504639,NEGATIVE,-0.7281749248504639
152,JolaG,"@trzaskowski_ Zniszczyliście moje kochane królewskie miasto Kraków waszą lewacką ideologią.
Królowie leżący na Wawelu przewracają się w grobach!!!!",Tue May 13 23:25:19 +0000 2025,0,14,89.0,nask,2025-05-13 23:25:19+00:00,0.5770648717880249,POSITIVE,0.5770648717880249
150,MementoMori_et_CarpeDiem2025,"@lis_tomasz Hej Lis kretynie, resztki mózgu jaki miałeś, szpryca zmieniła w gówno...
Jeśli już, to kandydat PiS-u Nawrocki to wypierdek wspierający żydów i bandycki Izrael...
Natomiast twój idol Trzaskowski, to tęczowa, eurokołchozowa/eurokibucowa, szwabska, śmierdząca onuca.",Tue May 13 23:25:23 +0000 2025,0,5,120.0,nask,2025-05-13 23:25:23+00:00,0.5221003890037537,POSITIVE,0.5221003890037537
149,wstęgor,"@DorotaMarek_ @trzaskowski_ Nie napinajcie się, zbyt dużo ludzi platfusy wywaliły z pracy na bruk w 2024/25",Tue May 13 23:25:26 +0000 2025,0,0,1.0,nask,2025-05-13 23:25:26+00:00,0.6521604657173157,NEGATIVE,-0.6521604657173157
148,rafal synica,@YaElusive Demokracja przestala sie podobac jak wpierdala lewackie bydlo?,Tue May 13 23:25:34 +0000 2025,0,0,9.0,nask,2025-05-13 23:25:34+00:00,0.7253193259239197,NEGATIVE,-0.7253193259239197
147,Marek Grzelak,@Paulina_Setnik @trzaskowski_ @ewa_bujnowicz Powieszony Tchórzskowski?Przeżył?,Tue May 13 23:25:49 +0000 2025,0,1,6.0,nask,2025-05-13 23:25:49+00:00,0.5742428302764893,POSITIVE,0.5742428302764893
146,Krystian1B,"@CTomczyk No bo chce wyrzucić, pozew do sądu o eksmisję został wysłany, czy nie? Poza tym aspekt moralny się nie liczy? Zarzucacie @NawrockiKn rzekomo niemoralne postępowanie, a R.Trzaskowski i sposób, w jaki traktuje się ludzi i małego chłopca, jest ok? To zwykła moralność Kalego.",Tue May 13 23:26:00 +0000 2025,0,0,19.0,nask,2025-05-13 23:26:00+00:00,0.6183763742446899,POSITIVE,0.6183763742446899
145,MirraWiśnia 🇵🇸🇺🇦,"@SledziuStream Senyszyn - ma tak wielka aurę że potrzebuje 2137 mieszkań by ją pomieścić 
Maciak - świetna rola villaina z kreskówki 
Trzaskowski - debaty były świetne gdy go nie było
Stanowski - z 2 razy uśmiechnęłam się przy jego żartach 
Woch - szanuje za bycie hydraulikiem +",Tue May 13 23:26:33 +0000 2025,1,4,885.0,nask,2025-05-13 23:26:33+00:00,0.5110054016113281,POSITIVE,0.5110054016113281
144,Adam,"@KosiniakKamysz czekacie tylko do wyborów, Trzaskowski ( o ile wygra) podpisze wam wszystko, ale jak spróbujecie to zrobimy z waszych dup jesien sredniowiecza,",Tue May 13 23:27:03 +0000 2025,0,0,6.0,nask,2025-05-13 23:27:03+00:00,0.5280483365058899,NEGATIVE,-0.5280483365058899
99,Karol Pokładecki,Nasza siła wszystkich razem jest niesamowita. 18 maja wszyscy na Rafała @trzaskowski_ 👈👈❗❗Uwolnijmy Polske ❗❗ #CalaPolskaNaprzód #Trzaskowski2025 #WygraCałaPolska @Trzaskowski2O25 👌👌✌✌,Tue May 13 23:27:05 +0000 2025,0,6,62.0,nask,2025-05-13 23:27:05+00:00,0.5735124945640564,POSITIVE,0.5735124945640564
143,Karol Pokładecki,Nasza siła wszystkich razem jest niesamowita. 18 maja wszyscy na Rafała @trzaskowski_ 👈👈❗❗Uwolnijmy Polske ❗❗ #CalaPolskaNaprzód #Trzaskowski2025 #WygraCałaPolska @Trzaskowski2O25 👌👌✌✌,Tue May 13 23:27:05 +0000 2025,0,6,62.0,nask,2025-05-13 23:27:05+00:00,0.5735124945640564,POSITIVE,0.5735124945640564
142,Obibok na własny koszt,"@trzaskowski_ Mogłeś zamiast tego napisać:
- Przepraszam i proszę o przebaczenie i puszczenie tego w niepamięć za publiczne Pana zniesławienie i pomówienia - Rafał Trzaskowski ps. Dupiarz",Tue May 13 23:27:21 +0000 2025,0,1,28.0,nask,2025-05-13 23:27:21+00:00,0.5565869212150574,NEGATIVE,-0.5565869212150574
141,Teresa Bor,"@j_stna @Jowita_W_ @trzaskowski_ Nie da się być bardziej nieciekawym rozmówcą niż ty, skoro przez 8 lat nikt nie miał zamiaru cię obserwować. 😂 https://t.co/5MrEKAbavY",Tue May 13 23:27:29 +0000 2025,1,1,10.0,nask,2025-05-13 23:27:29+00:00,0.6518188118934631,NEGATIVE,-0.6518188118934631
140,ObserwatorPL,"@GadekRAZEM @ZandbergRAZEM @partiarazem @RazemWroclaw @MartaStozek On miał w Warszawie spotkania 10 i 13 maja. W obu przypadkach wypełnił plac na którym pozwolono mu zrobić event, a przynajmniej tak widzę na zdjęciach, które teraz przeglądam. Trzaskowski też miał dobre quorum na spotkaniu. U Zandberga ze zdjęć panoramicznych tego nie widać.",Tue May 13 23:27:38 +0000 2025,1,11,203.0,nask,2025-05-13 23:27:38+00:00,0.646176815032959,POSITIVE,0.646176815032959
139,Michał 🇵🇱,@szachmad Trzaskowski też załatwiał. W 2016 KPO: https://t.co/RIe1KZ2udp,Tue May 13 23:27:41 +0000 2025,0,2,18.0,nask,2025-05-13 23:27:41+00:00,0.5140664577484131,POSITIVE,0.5140664577484131
138,Rafał Stolarz ☆ 🇵🇱❤️🇺🇦,"@YeatPrawdziwyPL Po prostu w inne słowa ubrał „wybuduję ruskom drogi, po których przyjadą do nas czołgami”",Tue May 13 23:27:42 +0000 2025,0,2,208.0,nask,2025-05-13 23:27:42+00:00,0.5451121926307678,POSITIVE,0.5451121926307678
137,OKOPAN🇵🇱✝ Warszawiak. #Nawrocki2025,@Trzaskowski2O25 @trzaskowski_ Od kiedy tak dupku uważasz? 🤣 🤣 🤣 🤣 🤣,Tue May 13 23:27:43 +0000 2025,0,0,3.0,nask,2025-05-13 23:27:43+00:00,0.5474615693092346,NEGATIVE,-0.5474615693092346
136,Tomasz 🇵🇱✝️,"@cezarykrysztopa Dzieje się.
Rafał gratuluje Nawrockiemu wyboru na prezydenta! https://t.co/IeL9bj9oYa",Tue May 13 23:27:48 +0000 2025,4,50,683.0,nask,2025-05-13 23:27:48+00:00,0.5224565863609314,POSITIVE,0.5224565863609314
96,Tomasz 🇵🇱✝️,"@cezarykrysztopa Dzieje się.
Rafał gratuluje Nawrockiemu wyboru na prezydenta! https://t.co/IeL9bj9oYa",Tue May 13 23:27:48 +0000 2025,4,50,683.0,nask,2025-05-13 23:27:48+00:00,0.5224565863609314,POSITIVE,0.5224565863609314
135,Em More,@kmiecik_maciej @AndrzejDuda @pobozy @trzaskowski_ @WiolaPaprocka @tvn24 Chyba nie rozumiesz...,Tue May 13 23:27:59 +0000 2025,0,0,17.0,nask,2025-05-13 23:27:59+00:00,0.7128095030784607,NEGATIVE,-0.7128095030784607
134,Marcin,@trzaskowski_ Po jakiego Tuska to publikujesz?,Tue May 13 23:28:05 +0000 2025,0,0,4.0,nask,2025-05-13 23:28:05+00:00,0.6176081895828247,NEGATIVE,-0.6176081895828247
19,Ula #Trza❣️,"To co wyprawia sztab Batyra wygląda jak sabotaż 😁
Pożar w burdelu, który stale rozpala sam Batyr 🤣 Mistrzowie 😂

Wybór jest prosty: uczciwy, kompetentny prezydent Polski to Rafał Trzaskowski ❣️ 
#Trzaskowski2O25",Tue May 13 23:28:18 +0000 2025,3,23,108.0,nask,2025-05-13 23:28:18+00:00,0.5288299322128296,POSITIVE,0.5288299322128296
133,Ula #Trza❣️,"To co wyprawia sztab Batyra wygląda jak sabotaż 😁
Pożar w burdelu, który stale rozpala sam Batyr 🤣 Mistrzowie 😂

Wybór jest prosty: uczciwy, kompetentny prezydent Polski to Rafał Trzaskowski ❣️ 
#Trzaskowski2O25",Tue May 13 23:28:18 +0000 2025,3,23,108.0,nask,2025-05-13 23:28:18+00:00,0.5288299322128296,POSITIVE,0.5288299322128296
132,Rafał,@a_hrechorowicz @WojciechMucha Tyle było na Rafale 😂 https://t.co/BdNigxwyEM,Tue May 13 23:28:38 +0000 2025,0,2,21.0,nask,2025-05-13 23:28:38+00:00,0.557016909122467,NEGATIVE,-0.557016909122467
131,Leonard IV Rzeczpostolitej ⓧ,@telek0munikacja @ProfesorPingwin Trzaskowski teraz https://t.co/DYm1AgEi5Y,Tue May 13 23:28:52 +0000 2025,1,2,31.0,nask,2025-05-13 23:28:52+00:00,0.5257605910301208,NEGATIVE,-0.5257605910301208
130,Just_Monika,@Agniesz45882487 @MM75409 @trzaskowski_ Ej Agnieszka obstawiam 50 lat na karku a robisz z siebie dalej pajaca jak dziecko,Tue May 13 23:29:02 +0000 2025,0,0,2.0,nask,2025-05-13 23:29:02+00:00,0.6553592681884766,NEGATIVE,-0.6553592681884766
129,rafal synica,"@Arek_ZdWola Targowica to byli ci, co zebrali o pomoc u rozbiorcow. Teraz jest tak samo, pisali jakies rezolucje jak Trzaskowski, podpierdalali Polske w Unii, blagali o nalozenie na Polske kar. Przegapiles bucu?",Tue May 13 23:29:32 +0000 2025,0,0,6.0,nask,2025-05-13 23:29:32+00:00,0.6098514795303345,POSITIVE,0.6098514795303345
128,Rafal Kubara,"@RafalWos No cóż, widuję, że niektórzy mają na płocie Nawrockiego obok Trzaskowskiego..",Tue May 13 23:29:43 +0000 2025,1,0,52.0,nask,2025-05-13 23:29:43+00:00,0.6555951833724976,NEGATIVE,-0.6555951833724976
127,maly,"@MichalSzczerba @Trzaskowski2O25 @trzaskowski_ @Platforma_org @ko_klub @WiolaPaprocka @M_K_Blonska @donaldtusk @AndrzejHalicki @KrzysztofLisek Misiek nie mierz wszystkich swoją miarą, nie każdy jest idiotą.",Tue May 13 23:29:55 +0000 2025,0,0,3.0,nask,2025-05-13 23:29:55+00:00,0.5053886771202087,POSITIVE,0.5053886771202087
126,Krystian1B,"@twittTM Jasne! Szczególnie wczoraj w trakcie debaty R.Trzaskowski wyglądał, mówił i zachowywał się (zresztą nie pierwszy raz) zupełnie nieadekwatnie do oczekieań kierowanych do osoby ubiegającej się o zaszczyt bycia Prezydentem 🇵🇱.",Tue May 13 23:30:01 +0000 2025,0,5,65.0,nask,2025-05-13 23:30:01+00:00,0.5461426973342896,NEGATIVE,-0.5461426973342896
125,Karol Pokładecki,@waldemar_buda @trzaskowski_ Buda co mam ci napisać że jesteś pojebem żebyś zrozumiał PISI pachołku. I tak nie zrozumiesz. 😎😎,Tue May 13 23:30:11 +0000 2025,0,2,12.0,nask,2025-05-13 23:30:11+00:00,0.5340002775192261,POSITIVE,0.5340002775192261
124,Rafał,@Podhalanka_ @HubnerrMax Po tym co mówił w Sowie ten spaślak nie powinien złapać roboty na szlabanie parkingowym a nie doić eurasy w pe,Tue May 13 23:30:12 +0000 2025,0,0,10.0,nask,2025-05-13 23:30:12+00:00,0.5644959807395935,NEGATIVE,-0.5644959807395935
123,Martix,@MikeWolf9999 @szymon_holownia Bo jak widać wszyscy mieli to w dupie natomiast Rafał postanowił wkleić to na zdjęciach i tylko czekać aż wyborcze albo inny Newsweek wklejam zdjęcia faceta w agonalnym stanie,Tue May 13 23:30:21 +0000 2025,0,1,30.0,nask,2025-05-13 23:30:21+00:00,0.5514696836471558,POSITIVE,0.5514696836471558
122,Matias ZłapNartę.NYAN,"@ArkadiuszMyrcha @trzaskowski_ Szukasz Czekolady, chlopku rostropku?",Tue May 13 23:30:25 +0000 2025,0,0,20.0,nask,2025-05-13 23:30:25+00:00,0.6915134191513062,NEGATIVE,-0.6915134191513062
121,rafal synica,"@JanuszPolsky @NawrockiKn Pewnie chciales tylko zaruchac, ale odmowila.",Tue May 13 23:30:58 +0000 2025,0,1,8.0,nask,2025-05-13 23:30:58+00:00,0.6578384041786194,NEGATIVE,-0.6578384041786194
120,AgnieszkaGronk,@kmiecik_maciej @AndrzejDuda @pobozy @trzaskowski_ @WiolaPaprocka @tvn24 🤦‍♀️ Chodzi o zrywanie kontaktów z sąsiadami a nie zrywanie banerów 🤦‍♀️,Tue May 13 23:31:01 +0000 2025,2,3,77.0,nask,2025-05-13 23:31:01+00:00,0.6132583618164062,NEGATIVE,-0.6132583618164062
119,Dominik Ras,"Panie Rafale @trzaskowski_  - czy to prawda?

Nie zgadnę ... Bzdura??",Tue May 13 23:31:28 +0000 2025,1,0,42.0,nask,2025-05-13 23:31:28+00:00,0.5291532278060913,NEGATIVE,-0.5291532278060913
118,@ndrzej Zieliński 🇵🇱,@paks2012_paks @kmiecik_maciej @AndrzejDuda @pobozy @trzaskowski_ @WiolaPaprocka @tvn24 On doskonale wie co robi i co pisze. Tak samo jak z kawalerką. Nie ważne że bujdy ale jak jest możliwość zaczepienia się o cokolwiek to się zaczepia by w nawet najgłupszy sposób uwiarygodnić fejka.,Tue May 13 23:31:40 +0000 2025,1,1,27.0,nask,2025-05-13 23:31:40+00:00,0.6144217848777771,POSITIVE,0.6144217848777771
132,piotr nowak,"Trzaskowski odpadł z wyborów ,brawo!!",Tue May 13 23:32:02 +0000 2025,0,0,,nask,2025-05-13 23:32:02+00:00,0.6061936020851135,NEGATIVE,-0.6061936020851135
117,piotr nowak,"Trzaskowski odpadł z wyborów ,brawo!!",Tue May 13 23:32:02 +0000 2025,0,0,,nask,2025-05-13 23:32:02+00:00,0.6061936020851135,NEGATIVE,-0.6061936020851135
116,Rafał,"@viola1381 @16Zosiaa Łooo Pani Kochana. Od XX lat tuskoczop. Szczęśliwie nie dopuszczają go do wiadomości ale i tak trochę się dziwię, że go odgrzebali ze śmietnika gdzie trafił w 2015",Tue May 13 23:32:09 +0000 2025,2,2,17.0,nask,2025-05-13 23:32:09+00:00,0.5752388834953308,POSITIVE,0.5752388834953308
115,🎸,"@trzaskowski_ To może niech brat albo przyjaciele kandydują, skoro mają kręgosłupy?",Tue May 13 23:32:59 +0000 2025,0,0,1.0,nask,2025-05-13 23:32:59+00:00,0.7142509818077087,NEGATIVE,-0.7142509818077087
114,ss mm,@pmalirz @BBochenczak @KONFEDERACJA_ @Nowa_Nadzieja_ Trzaskowski nie jest z PO? PO nie rządzi? XD,Tue May 13 23:33:03 +0000 2025,1,12,361.0,nask,2025-05-13 23:33:03+00:00,0.5389875173568726,POSITIVE,0.5389875173568726
113,Przemysław Kamykowski,"@trzaskowski_ Dupiarzu ty jesteś kłamliwym oszustem , nie wiem jak trzeba być idiotą żeby na takiego najgorszego kłamczucha głosować , mam nadzieję że dobitnie przegrasz wicetusku , jedynie oszustwem wyborczym wygrasz łajdaku",Tue May 13 23:33:13 +0000 2025,0,0,7.0,nask,2025-05-13 23:33:13+00:00,0.5976807475090027,NEGATIVE,-0.5976807475090027
112,Szczypior,@MarekHilgendorf @J_Ciesielski06 @WiolaPaprocka @trzaskowski_ Tam jest ze 3 max..,Tue May 13 23:33:29 +0000 2025,1,0,31.0,nask,2025-05-13 23:33:29+00:00,0.6198763251304626,NEGATIVE,-0.6198763251304626
111,xdxdxdxdxd,@ROBERT_FOXER @trzaskowski_ typie powies sie xdddddddd,Tue May 13 23:33:37 +0000 2025,0,0,,nask,2025-05-13 23:33:37+00:00,0.5291680097579956,NEGATIVE,-0.5291680097579956
110,Przemysław Kamykowski,@AnetaNadir @trzaskowski_ Totalny idiotą jesteś,Tue May 13 23:33:40 +0000 2025,0,0,15.0,nask,2025-05-13 23:33:40+00:00,0.6222748160362244,NEGATIVE,-0.6222748160362244
109,Rafał,"@a_hrechorowicz Pan jako ekspert musi przyznać, że fotki strzelane ku pokrzepieniu serc tuskopelikanów prima sort. To, że akurat mało wiarygodne to inny temat -)",Tue May 13 23:34:24 +0000 2025,1,1,124.0,nask,2025-05-13 23:34:24+00:00,0.5813794732093811,POSITIVE,0.5813794732093811
108,Niepoprawnie prawdziwy v1,"Chciałem głosować na @trzaskowski_  ,ale zdałem sobie sprawę że w pierwszej turze powinniśmy głosować sercem i swoimi prawdziwymi poglądami. Mimo że Trzaskowski w 100% odpowiada, zagłosuje na kogoś kto ma poglądy identyczne do @trzaskowski_ i jest kandydatem obywatelskim. Maciak!",Tue May 13 23:34:28 +0000 2025,0,0,26.0,nask,2025-05-13 23:34:28+00:00,0.579725980758667,POSITIVE,0.579725980758667
91,Niepoprawnie prawdziwy v1,"Chciałem głosować na @trzaskowski_  ,ale zdałem sobie sprawę że w pierwszej turze powinniśmy głosować sercem i swoimi prawdziwymi poglądami. Mimo że Trzaskowski w 100% odpowiada, zagłosuje na kogoś kto ma poglądy identyczne do @trzaskowski_ i jest kandydatem obywatelskim. Maciak!",Tue May 13 23:34:28 +0000 2025,0,0,26.0,nask,2025-05-13 23:34:28+00:00,0.579725980758667,POSITIVE,0.579725980758667
107,aduderinho,@Trzaskowski2O25 @trzaskowski_ nielegalnym imigrantom pomagaliście na granicy białoruskiej. tego wam nigdy nie wybaczymy,Tue May 13 23:34:32 +0000 2025,0,1,21.0,nask,2025-05-13 23:34:32+00:00,0.5779762864112854,NEGATIVE,-0.5779762864112854
106,Krystian1B,"@JakubWende @JKowalski_posel Jest jeszcze aspekt moralny całej sprawy. Środowisko @trzaskowski_ zarzucacie @NawrockiKn niemoralne postępowanie w stosunku do Pana Jerzego, a tutaj co mamy? To taka zwykła moralność Kalego.",Tue May 13 23:34:37 +0000 2025,1,1,73.0,nask,2025-05-13 23:34:37+00:00,0.6110507845878601,POSITIVE,0.6110507845878601
105,Ryszard,"Cieszę się, że pan Trzaskowski dojrzał do wydania pozwu o eksmisję. Tak, nie można być obojętnym na krzywdę.",Tue May 13 23:34:52 +0000 2025,0,0,3.0,nask,2025-05-13 23:34:52+00:00,0.5506790280342102,POSITIVE,0.5506790280342102
144,Ryszard,"Cieszę się, że pan Trzaskowski dojrzał do wydania pozwu o eksmisję. Tak, nie można być obojętnym na krzywdę.",Tue May 13 23:34:52 +0000 2025,0,0,3.0,nask,2025-05-13 23:34:52+00:00,0.5506790280342102,POSITIVE,0.5506790280342102
104,Devi(L)🇵🇱✝️⚽ 🇵🇱🇧🇷 #Iga,@dominikras @trzaskowski_ Jestem przeciwny Trzaskowskiemu i nie wierzę w to nawet on nie jest taki głupi,Tue May 13 23:35:32 +0000 2025,1,1,9.0,nask,2025-05-13 23:35:32+00:00,0.5942807197570801,NEGATIVE,-0.5942807197570801
103,Przemysław Kamykowski,"@adijas628 @trzaskowski_ Proszę mówić za siebie ja na takiego oszusta na iż e będe głosować, mam nadzieję że dupiarz trzask przegra !!!!",Tue May 13 23:35:37 +0000 2025,0,0,7.0,nask,2025-05-13 23:35:37+00:00,0.6289981007575989,NEGATIVE,-0.6289981007575989
102,rafal synica,"@MFaszczowa Tu sa ruskie onuce. Tuska nie widac, bo jest tylko czopkiem. https://t.co/05TA2bT6Nc",Tue May 13 23:36:21 +0000 2025,0,0,15.0,nask,2025-05-13 23:36:21+00:00,0.5141942501068115,POSITIVE,0.5141942501068115
101,Jan Szczepan Wikłacz🇵🇱#tylkoPOLSKA#,@Piotr_Bradecki @donaldtusk @trzaskowski_ Tak prosty jak ty prosto ciosany ćwoku.,Tue May 13 23:36:22 +0000 2025,0,0,7.0,nask,2025-05-13 23:36:22+00:00,0.6486530303955078,NEGATIVE,-0.6486530303955078
100,Krzysztof Jakubik,"@JSaryuszWolski Na Ukrainę to niech idą ginąc tacy herosi jak : Tygrysek Kosikamyk , Szymuś Wdeptacz Ziemi , Rafał  Pogromca Trzaskorekinow I von thusk Drugiwagon 3 klasy.. Win56.",Tue May 13 23:36:57 +0000 2025,0,0,11.0,nask,2025-05-13 23:36:57+00:00,0.5260262489318848,POSITIVE,0.5260262489318848
99,Vital Zurryg,@katarzyna_ts @trzaskowski_ @NawrockiKn @GrzegorzBraun_ Zadziwia mnie ta wiara w pana Brauna :),Tue May 13 23:37:14 +0000 2025,0,0,9.0,nask,2025-05-13 23:37:14+00:00,0.5111169219017029,POSITIVE,0.5111169219017029
98,Pomorzanka_ 𝕏 ⚓️,@MGolbik @trzaskowski_ Jak tam nowy partner?,Tue May 13 23:37:23 +0000 2025,1,1,36.0,nask,2025-05-13 23:37:23+00:00,0.578892171382904,NEGATIVE,-0.578892171382904
97,BlackSwan,@barbaraanowacka @Trzaskowski2O25 @trzaskowski_ Urlop wziął?,Tue May 13 23:37:35 +0000 2025,0,0,9.0,nask,2025-05-13 23:37:35+00:00,0.6134406924247742,NEGATIVE,-0.6134406924247742
96,rafal synica,@romekcz Mozna zamartwiac sie losem Pani Brzeskiej.,Tue May 13 23:37:40 +0000 2025,0,0,17.0,nask,2025-05-13 23:37:40+00:00,0.6523445844650269,NEGATIVE,-0.6523445844650269
95,Bury,"@Aga12972102 @trzaskowski_ to nie byłby żaden polski prezydent, a wykonawca zaleceń globalistów https://t.co/AYEo1gFHIA",Tue May 13 23:37:57 +0000 2025,0,1,7.0,nask,2025-05-13 23:37:57+00:00,0.5568390488624573,NEGATIVE,-0.5568390488624573
94,Krystyna Rokosza,"@pozar_w Trzaskowski to ćpun 🌿🌱, natychmiast potrzebny psychiatra, Pomóżmy Rafałowi wyjść z uzależnienia 🌿🌱",Tue May 13 23:38:02 +0000 2025,0,0,2.0,nask,2025-05-13 23:38:02+00:00,0.534210205078125,NEGATIVE,-0.534210205078125
93,KnightCziwi⚔️ #Nawrocki2025 🇵🇱,"@NawrockiKn @realDonaldTrump Trzaskowski nie miał szans od początku z takim zawodnikiem jak Karol Nawrocki 😎🫵
#Nawrocki2025 
https://t.co/Md4s2Uw1b3",Tue May 13 23:38:21 +0000 2025,1,173,1970.0,nask,2025-05-13 23:38:21+00:00,0.5166774988174438,NEGATIVE,-0.5166774988174438
92,Piotr,"@trzaskowski_ Był pan swego czasu posłem z Krakowa. Pamiętam, że nie zrobił pan nic dla tego miasta i na arenie ogólnopolskiej w ogóle nie reprezentował jego interesów.",Tue May 13 23:38:30 +0000 2025,0,2,52.0,nask,2025-05-13 23:38:30+00:00,0.5230154395103455,POSITIVE,0.5230154395103455
91,rafał,@Fladnag123321 @KaitheeternalDM @julqamala @dorota_spyrka Jak berkowicz i sosnie mogli hailowac do zdjęcia a potem wymyślać historyjkę że to dla żartów XDDD,Tue May 13 23:38:35 +0000 2025,0,0,28.0,nask,2025-05-13 23:38:35+00:00,0.5552247166633606,NEGATIVE,-0.5552247166633606
90,Marta Ney,"@czardam @trzaskowski_ Może zakłada, że brukselskie liberalno-lewicowe elity tym razem skutecznie przekręcą wybory w Rumunii i Simion nie zostanie prezydentem. 
Bez względu czy to założenie okaże się błędne czy nie, źle to świadczy o sposobie prowadzenia polityki przez liderów obozu rządzącego w",Tue May 13 23:38:44 +0000 2025,0,0,33.0,nask,2025-05-13 23:38:44+00:00,0.5604028105735779,POSITIVE,0.5604028105735779
89,Przemysław Kamykowski,"@MozgMelon85987 @trzaskowski_ Prezydenta z klasą , gościu ty upadłeś na głowę i to porządnie , to coś nie nadaje się na prezydenta, jest leniwym partaczem , kłamliwym oszustem, sieje nienawiścią do ludzi , brak uczciwości!!!!",Tue May 13 23:38:52 +0000 2025,1,0,4.0,nask,2025-05-13 23:38:52+00:00,0.6151204705238342,NEGATIVE,-0.6151204705238342
88,Zaboss,"@barbaraanowacka @Trzaskowski2O25 @trzaskowski_ Czyżby oni wszyscy czekali na miliony migrantów z Niemiec , których zapewni Trzaskowski z Tuskiem .
Może jeszcze ich nikt nie poinformował?",Tue May 13 23:38:58 +0000 2025,0,1,6.0,nask,2025-05-13 23:38:58+00:00,0.53757244348526,NEGATIVE,-0.53757244348526
87,Rafał,"@romekcz Te lysy, jak się tak o niego martwisz to zapierdalaj do dps-u i się nim zajmij",Tue May 13 23:39:00 +0000 2025,1,2,25.0,nask,2025-05-13 23:39:00+00:00,0.6926578879356384,NEGATIVE,-0.6926578879356384
86,👩‍🦰 Małgośka Korzeniowska 🇵🇱,@ROBERT_FOXER @AdamBanaszek @trzaskowski_ A nie zauważyłeś tego ?,Tue May 13 23:39:06 +0000 2025,0,0,4.0,nask,2025-05-13 23:39:06+00:00,0.6136975288391113,NEGATIVE,-0.6136975288391113
85,Tabasq,@W_Dabrowski @MagdaBiejat @trzaskowski_ Nie ma „ sprawy eksmisji” wszystko zostało wyjaśnione w odróżnieniu od sprawy Nawrockiego…,Tue May 13 23:39:19 +0000 2025,0,0,18.0,nask,2025-05-13 23:39:19+00:00,0.6362605690956116,NEGATIVE,-0.6362605690956116
84,Asperitas,"@BancCezary @waldemar_buda @trzaskowski_ 👇taki stan umyslu, nic nie poradzisz.. https://t.co/Tljyp7fK33",Tue May 13 23:39:21 +0000 2025,0,0,24.0,nask,2025-05-13 23:39:21+00:00,0.542550802230835,POSITIVE,0.542550802230835
83,Justyna Miklejn,@donaldtusk Wiadomo ze Nawrocki!! Trzaskowski do uczciwych nie nalezy,Tue May 13 23:39:51 +0000 2025,1,1,11.0,nask,2025-05-13 23:39:51+00:00,0.5974887013435364,POSITIVE,0.5974887013435364
82,Dominik Ras,"@redd3vil777 @trzaskowski_ No nie wiem .... @OstatniePokolen  w Niemczech jest określone jako nielegalna organizacja terrorystyczna. 

W Polsce dotowana przez prezydenta miasta preferencyjnymi stawkami najmu ogromnego lokalu w lokalizacji premium w Warszawie.

Nie ubliżam jego inteligencji. Podejrzewam",Tue May 13 23:39:54 +0000 2025,1,0,8.0,nask,2025-05-13 23:39:54+00:00,0.6293290853500366,POSITIVE,0.6293290853500366
81,Przemysław Kamykowski,@sztanga78 @trzaskowski_ Gościu upadłeś na głowę porządnie,Tue May 13 23:39:57 +0000 2025,0,0,6.0,nask,2025-05-13 23:39:57+00:00,0.6723849177360535,NEGATIVE,-0.6723849177360535
80,jarek jaworski,@Macierewicz_A @trzaskowski_ Pis to ruskie onuce https://t.co/E4Xn6fO1OQ,Tue May 13 23:40:03 +0000 2025,0,1,4.0,nask,2025-05-13 23:40:03+00:00,0.5363921523094177,NEGATIVE,-0.5363921523094177
79,Asperitas,"@waldemar_buda @trzaskowski_ no my wiemy, ze wy jestescie ""ludzkie pany"" i ""wam sie nalezy"". https://t.co/yULpTIbsxe",Tue May 13 23:40:06 +0000 2025,0,0,3.0,nask,2025-05-13 23:40:06+00:00,0.6687880754470825,NEGATIVE,-0.6687880754470825
